CustomerID	Gender	FirstName	LastName	EmailPromotion	city	country	lat	long
56	Female 	Mae	Black	2	Spring Hill	USA	28.48	-82.56
57	Male 	Donald	Blanton	0	Dearborn	USA	42.31	-83.21
58	Female 	Linda	Burnett	2	Jacksonville	USA	30.33	-81.66
59	Male 	Michael	Blythe	0	Avondale	USA	33.42	-112.32
60	Female 	Gabriel	Bockenkamp	0	New York	USA	40.67	-73.94
61	Female 	Corinna	Bolender	0	La Habra	USA	33.93	-117.95
62	Male 	Luis	Bonifaz	2	Toledo	USA	41.66	-83.58
63	Male 	Randall	Boseman	2	New York	USA	40.67	-73.94
64	Male 	David	Bradley	1	Temple	USA	31.1	-97.36
65	Male 	Cornelius	Brandon	0	Colton	USA	34.06	-117.32
66	Male 	Richard	Bready	0	San Antonio	USA	29.46	-98.51
67	Female 	Sara	Breer	0	Eau Claire	USA	44.82	-91.49
68	Male 	Ted	Bremer	1	Union City	USA	37.6	-122.02
69	Male 	Alan	Brewer	1	Redondo Beach	USA	33.86	-118.38
70	Male 	Walter	Brian	1	Mesa	USA	33.42	-111.74
71	Male 	Christopher	Bright	0	Toledo	USA	41.66	-83.58
72	Male 	Willie	Brooks	2	Overland Park	USA	38.91	-94.68
73	Male 	Jo	Brown	1	New York	USA	40.67	-73.94
74	Male 	Robert	Brown	0	Revere	USA	42.42	-70.99
75	Male 	Kevin	Browne	1	Wellington	USA	26.66	-80.25
76	Female 	Mary	Browning	1	New York	USA	40.67	-73.94
77	Male 	Dave	Browning	0	Citrus Heights	USA	38.69	-121.29
78	Male 	Dick	Brummer	0	Fort Smith	USA	35.37	-94.38
79	Male 	Michael	Brundage	0	Yonkers	USA	40.95	-73.87
80	Female 	Shirley	Bruner	2	Cary	USA	35.78	-78.8
81	Female 	June	Brunner	0	Fullerton	USA	33.88	-117.93
82	Male 	Edward	Buensalido	0	Woonsocket	USA	42	-71.5
83	Female 	Megan	Burke	2	Southfield	USA	42.48	-83.26
84	Female 	Karren	Burkhardt	0	Nashville	USA	36.17	-86.78
85	Female 	Deanna	Buskirk	1	Shreveport	USA	32.47	-93.8
86	Male 	Jared	Bustamante	0	North Fort Myers	USA	26.71	-81.89
87	Female 	Barbara	Calone	0	Metairie	USA	30	-90.18
88	Female 	Lindsey	Camacho	0	Florissant	USA	38.8	-90.32
89	Female 	DeeDee	Cameron	1	Cary	USA	35.78	-78.8
90	Male 	David	Campbell	2	Oklahoma City	USA	35.47	-97.51
91	Male 	Henry	Campen	2	Houston	USA	29.77	-95.39
92	Male 	Chris	Cannon	0	Germantown	USA	39.18	-77.26
93	Male 	Joseph	Cantoni	0	Birmingham	USA	33.53	-86.8
94	Male 	Jun	Cao	0	Seattle	USA	47.62	-122.35
95	Female 	Jane	Carmichael	1	Provo	USA	40.25	-111.64
96	Female 	Jovita	Carmody	0	New York	USA	40.67	-73.94
97	Male 	Steve	Carnes	2	New York	USA	40.67	-73.94
98	Male 	Rob	Caron	0	Augusta-Richmond	USA	33.46	-81.99
99	Male 	Andy	Carothers	0	Henderson	USA	36.03	-115
100	Female 	Donna	Carreras	1	Dublin	USA	37.72	-121.91
101	Female 	Rosmarie	Carroll	0	North Bergen	USA	40.79	-74.03
102	Female 	Pamela	Carlson	2	New York	USA	40.67	-73.94
103	Male 	Raul	Casts	0	New York	USA	40.67	-73.94
104	Female 	Elizabeth	Catalano	0	San Antonio	USA	29.46	-98.51
105	Male 	Matthew	Cavallari	0	Louisville	USA	38.22	-85.74
106	Male 	Andrew	Cencini	0	Louisville	USA	38.22	-85.74
107	Female 	Stacey	Cereghino	1	New York	USA	40.67	-73.94
108	Male 	Baris	Cetinok	1	Janesville	USA	42.68	-89.02
109	Male 	Forrest	Chandler	1	New York	USA	40.67	-73.94
110	Male 	Lee	Chapla	2	Conway	USA	35.09	-92.45
111	Male 	Pei	Chow	0	DeSoto	USA	32.6	-96.86
112	Male 	Yao-Qiang	Cheng	1	Pinellas Park	USA	27.86	-82.71
113	Female 	Nicky	Chesnut	2	Milwaukee	USA	43.06	-87.97
114	Male 	Mike	Choi	0	Portsmouth	USA	36.86	-76.36
115	Female 	Ruth	Choin	0	Chula Vista	USA	32.63	-117.04
116	Male 	Anthony	Chor	1	Tulsa	USA	36.13	-95.92
117	Male 	Charles	Christensen	2	Seattle	USA	47.62	-122.35
118	Female 	Jill	Christie	0	Arlington	USA	32.69	-97.13
119	Female 	Alice	Clark	1	Boynton Beach	USA	26.53	-80.08
120	Female 	Gina	Clark	2	Westland	USA	42.32	-83.38
121	Female 	Kristine	Cleary	2	Indianapolis	USA	39.78	-86.15
122	Female 	Connie	Coffman	0	Charlotte	USA	35.2	-80.83
123	Female 	Jeanette	Cole	2	Green Bay	USA	44.52	-87.99
124	Male 	Takiko	Collins	0	Bakersfield	USA	35.36	-119
125	Male 	John	Colon	0	Chicago	USA	41.84	-87.68
126	Male 	Scott	Colvin	2	Downey	USA	33.94	-118.13
127	Male 	Aaron	Con	0	Indianapolis	USA	39.78	-86.15
128	Female 	Stephanie	Conroy	0	Toledo	USA	41.66	-83.58
129	Male 	Patrick	Cook	0	Toms River	USA	39.94	-74.17
130	Male 	Scott	Cooper	0	Cedar Hill	USA	32.58	-96.96
131	Female 	Eva	Corets	1	Houston	USA	29.77	-95.39
132	Male 	Marlin	Coriell	0	Palm Bay	USA	27.99	-80.66
133	Female 	Pamela	Cox	1	Fairfield	USA	39.33	-84.54
134	Male 	Jack	Creasey	2	Tacoma	USA	47.25	-122.46
135	Male 	Grant	Culbertson	0	Fond du Lac	USA	43.77	-88.45
136	Male 	Scott	Culp	0	Utica	USA	43.1	-75.23
137	Male 	Conor	Cunningham	0	New York	USA	40.67	-73.94
138	Male 	Jose	Curry	0	Chula Vista	USA	32.63	-117.04
139	Male 	Mike	Danseglio	0	Evansville	USA	37.98	-87.54
140	Female 	Megan	Davis	0	Falmouth	USA	41.55	-70.6
141	Male 	Alvaro	De Matos Miranda Filho	1	Lincoln	USA	40.82	-96.69
142	Male 	Jose	De Oliveira	2	New York	USA	40.67	-73.94
143	Male 	Kirk	DeGrasse	0	Garden Grove	USA	33.78	-117.96
144	Female 	Aidan	Delaney	0	Houston	USA	29.77	-95.39
145	Male 	Stefan	Delmarco	2	Midland	USA	32.03	-102.1
146	Male 	Shawn	Demicell	2	Houston	USA	29.77	-95.39
147	Female 	Helen	Dennis	2	Wilmington	USA	34.21	-77.91
148	Male 	Prashanth	Desai	2	Murrieta	USA	33.56	-117.21
149	Female 	Bev	Desalvo	1	Palmdale	USA	34.61	-118.09
150	Female 	Brenda	Diaz	0	Cranston	USA	41.77	-71.48
151	Male 	Andrew	Dixon	0	Taylor	USA	42.23	-83.27
152	Male 	Blaine	Dockter	1	Paradise	USA	36.08	-115.13
153	Female 	Cindy	Dodd	2	Highlands Ranch	USA	39.55	-104.97
154	Male 	John	Donovan	1	Fountainbleau	USA	25.77	-80.35
155	Female 	Patricia	Doyle	0	Highlands Ranch	USA	39.55	-104.97
156	Male 	Gerald	Drury	0	Syracuse	USA	43.04	-76.14
157	Male 	Gary	Drury	1	Bridgeport	USA	41.19	-73.2
158	Male 	Bernard	Duerr	0	Bakersfield	USA	35.36	-119
159	Female 	Adrian	Dumitrascu	0	Grand Rapids	USA	42.96	-85.66
160	Male 	Bart	Duncan	1	Houston	USA	29.77	-95.39
161	Male 	Maciej	Dusza	1	Jacksonville	USA	30.33	-81.66
162	Female 	Shelley	Dyck	0	Mishawaka	USA	41.67	-86.17
163	Female 	Carla	Eldridge	0	Hoover	USA	33.38	-86.82
164	Female 	Carol	Elliott	2	Austin	USA	30.31	-97.75
165	Female 	Shannon	Elliott	0	New York	USA	40.67	-73.94
166	Male 	John	Emory	1	Canton	USA	42.31	-83.48
167	Female 	Gail	Erickson	1	Memphis	USA	35.11	-90.01
168	Male 	Mark	Erickson	2	Vancouver	USA	45.63	-122.64
169	Female 	Twanna	Evans	2	New York	USA	40.67	-73.94
170	Female 	Ann	Evans	1	Diamond Bar	USA	34	-117.81
171	Male 	John	Evans	0	Beaumont	USA	30.09	-94.14
172	Male 	Fadi	Fakhouri	0	Nashville	USA	36.17	-86.78
173	Female 	Carolyn	Farino	2	New York	USA	40.67	-73.94
174	Female 	Geri	Farrell	1	Arlington Heights	USA	42.09	-87.98
175	Female 	Hanying	Feng	0	Syracuse	USA	43.04	-76.14
176	Male 	James	Fine	0	Winston-Salem	USA	36.1	-80.26
177	Female 	Kathie	Flood	0	Pompano Beach	USA	26.24	-80.13
178	Male 	Jeffrey	Ford	0	Billings	USA	45.79	-108.54
179	Male 	Garth	Fort	0	Columbus	USA	32.51	-84.87
180	Female 	Dorothy	Fox	2	Greeley	USA	40.42	-104.74
181	Female 	Judith	Frazier	0	Philadelphia	USA	40.01	-75.13
182	Male 	Liam	Friedland	0	Nashville	USA	36.17	-86.78
183	Male 	Mihail	Frintu	0	Richardson	USA	32.97	-96.71
184	Male 	John	Ford	2	Temecula	USA	33.5	-117.13
185	Male 	Paul	Fulton	2	New York	USA	40.67	-73.94
186	Female 	Aldeen	Gallagher	2	Virginia Beach	USA	36.74	-76.04
187	Male 	Michael	Galos	0	Palmdale	USA	34.61	-118.09
188	Male 	Jon	Ganio	1	San Antonio	USA	29.46	-98.51
189	Male 	Dominic	Gash	0	Paradise	USA	36.08	-115.13
190	Female 	Janet	Gates	0	Redlands	USA	34.06	-117.17
191	Male 	Orlando	Gee	0	Azusa	USA	34.14	-117.91
192	Male 	Darren	Gehring	1	El Paso	USA	31.85	-106.44
193	Male 	Jim	Geist	0	Kendale Lakes	USA	25.71	-80.41
194	Male 	Guy	Gilbert	0	Amarillo	USA	35.2	-101.82
195	Female 	Janet	Gilliat	0	Fargo	USA	46.88	-96.82
196	Female 	Mary	Gimmi	0	New York	USA	40.67	-73.94
197	Female 	Jeanie	Glenn	2	Fountain Valley	USA	33.71	-117.95
198	Male 	Scott	Gode	0	Oklahoma City	USA	35.47	-97.51
199	Male 	Mete	Goktepe	2	Indianapolis	USA	39.78	-86.15
200	Female 	Linda	Gonzales	0	Evansville	USA	37.98	-87.54
201	Female 	Abigail	Gonzalez	0	Memphis	USA	35.11	-90.01
202	Male 	Michael	Graff	2	Orange	USA	33.81	-117.82
203	Male 	Geoff	Grisso	1	Beavercreek	USA	39.73	-84.06
204	Male 	Douglas	Groncki	1	Tyler	USA	32.33	-95.3
205	Male 	Brian	Groth	1	Largo	USA	27.91	-82.78
206	Female 	Faith	Gustafson	1	Milwaukee	USA	43.06	-87.97
207	Male 	Matthew	Hagemann	0	Rio Rancho	USA	35.27	-106.66
208	Female 	Erin	Hagens	0	Grand Rapids	USA	42.96	-85.66
209	Female 	Betty	Haines	2	Rio Rancho	USA	35.27	-106.66
210	Male 	James	Hamilton	0	Tucson	USA	32.2	-110.89
211	Male 	Kerim	Hanif	0	Richmond	USA	37.95	-122.36
212	Female 	Jean	Handley	2	Orland Park	USA	41.61	-87.85
213	Male 	Mark	Hanson	0	Los Angeles	USA	34.11	-118.41
214	Female 	Kimberly	Harrington	1	Lakewood	USA	41.48	-81.8
215	Male 	Lucy	Harrington	0	Royal Oak	USA	42.51	-83.15
216	Male 	Keith	Harris	2	Fresno	USA	36.78	-119.79
217	Female 	Doris	Hartwig	0	Denton	USA	33.21	-97.13
218	Male 	Roger	Harui	2	New York	USA	40.67	-73.94
219	Female 	Ann	Hass	2	South Valley	USA	35.01	-106.68
220	Male 	Mark	Hassall	1	New York	USA	40.67	-73.94
221	Female 	James	Hendergart	0	South Bend	USA	41.68	-86.27
222	Male 	John	Hanson	1	Elk Grove	USA	38.4	-121.37
223	Female 	Valerie	Hendricks	1	Palm Bay	USA	27.99	-80.66
224	Male 	Jay	Henningsen	0	Dubuque	USA	42.5	-90.69
225	Female 	Pam	Herrick	0	Appleton	USA	44.27	-88.4
226	Female 	Cheryl	Herring	0	Bolingbrook	USA	41.7	-88.08
227	Male 	Ronald	Heymsfield	0	Tucson	USA	32.2	-110.89
228	Male 	Sidney	Higa	2	Tulsa	USA	36.13	-95.92
229	Female 	Fran	Highfill	0	Greensboro	USA	36.08	-79.83
230	Male 	Reinout	Hillmann	0	Charlotte	USA	35.2	-80.83
231	Male 	Mike	Hines	1	Houston	USA	29.77	-95.39
232	Male 	Matthew	Hink	2	Chino Hills	USA	33.97	-117.75
233	Female 	Nancy	Hirota	0	New York	USA	40.67	-73.94
234	Male 	Douglas	Hite	0	Tampa	USA	27.96	-82.48
235	Male 	David	Hodgson	2	Oceanside	USA	33.23	-117.31
236	Female 	Helge	Hoeing	1	Lower Merion	USA	40.03	-75.28
237	Female 	Barbara	Hoffman	0	Chicago	USA	41.84	-87.68
238	Male 	Bob	Hodges	1	Raleigh	USA	35.82	-78.66
239	Female 	Juanita	Holman	2	New York	USA	40.67	-73.94
240	Male 	Peter	Houston	2	Pompano Beach	USA	26.24	-80.13
241	Male 	George	Huckaby	0	Waukegan	USA	42.37	-87.87
242	Male 	Joshua	Huff	1	Livonia	USA	42.4	-83.37
243	Female 	Phyllis	Huntsman	2	New York	USA	40.67	-73.94
244	Male 	Lawrence	Hurkett	1	Irondequoit	USA	43.21	-77.57
245	Male 	Lucio	Iallo	2	Miami	USA	25.78	-80.21
246	Male 	Richard	Irwin	0	Brandon	USA	27.93	-82.29
247	Male 	Erik	Ismert	2	Tyler	USA	32.33	-95.3
248	Male 	Eric	Jacobsen	0	San Jose	USA	37.3	-121.85
249	Female 	Jodan	Jacobson	0	Brentwood	USA	40.78	-73.25
250	Female 	Mary	Alexander	0	Sunrise Manor	USA	36.19	-115.05
251	Female 	Joyce	Jarvis	0	Elizabeth	USA	40.67	-74.19
252	Male 	Samuel	Johnson	0	Moreno Valley	USA	33.93	-117.21
253	Male 	Greg	Johnson	1	Winston-Salem	USA	36.1	-80.26
254	Male 	Barry	Johnson	1	Clarksville	USA	36.56	-87.35
255	Male 	Brian	Johnson	2	Amarillo	USA	35.2	-101.82
256	Male 	David	Johnson	2	Oxnard	USA	34.2	-119.21
257	Male 	Willis	Johnson	1	Macon	USA	32.84	-83.66
258	Male 	Brannon	Jones	2	Catalina Foothills	USA	32.3	-110.92
259	Female 	Jean	Jordan	1	New York	USA	40.67	-73.94
260	Female 	Peggy	Justice	0	Sunrise	USA	26.15	-80.3
261	Female 	Diane	Krane	0	Miami	USA	25.78	-80.21
262	Male 	Sandeep	Kaliyath	0	Irving	USA	32.86	-96.97
263	Female 	Judith	Krane	2	Lewisville	USA	33.04	-96.98
264	Female 	Kay	Krane	0	Providence	USA	41.82	-71.42
265	Male 	Sandeep	Katyal	2	Largo	USA	27.91	-82.78
266	Male 	John	Kelly	1	Los Angeles	USA	34.11	-118.41
267	Male 	Robert	Kelly	1	Austin	USA	30.31	-97.75
268	Male 	Kevin	Kennedy	1	Anchorage	USA	61.18	-149.19
269	Male 	Imtiaz	Khan	0	New York	USA	40.67	-73.94
270	Female 	Karan	Khanna	0	Port Charlotte	USA	26.99	-82.11
271	Male 	Russell	King	0	Simi Valley	USA	34.26	-118.75
272	Male 	Anton	Kirilov	1	Worcester	USA	42.27	-71.81
273	Male 	Christian	Kleinerman	0	Providence	USA	41.82	-71.42
274	Male 	Andrew	Kobylinski	0	DeKalb	USA	41.93	-88.75
275	Male 	Reed	Koch	1	Stamford	USA	41.1	-73.55
276	Male 	Eugene	Kogan	0	Nashville	USA	36.17	-86.78
277	Male 	Scott	Konersmann	2	Las Vegas	USA	36.21	-115.22
278	Female 	Joy	Koski	0	Norfolk	USA	36.92	-76.24
279	Male 	Mitch	Kennedy	1	Hoffman Estates	USA	42.06	-88.14
280	Female 	Margaret	Krupka	0	Brea	USA	33.92	-117.87
281	Male 	Jeffrey	Kurtz	2	Philadelphia	USA	40.01	-75.13
282	Male 	Peter	Kurniawan	0	Seattle	USA	47.62	-122.35
283	Male 	Eric	Lang	0	Los Angeles	USA	34.11	-118.41
284	Female 	Elsa	Leavitt	0	Tucson	USA	32.2	-110.89
285	Male 	Michael	Lee	1	Santa Ana	USA	33.74	-117.88
286	Female 	Marjorie	Lee	0	Rochester	USA	44.01	-92.48
287	Male 	Frank	Campbell	1	New York	USA	40.67	-73.94
288	Male 	Roger	Lengel	2	New York	USA	40.67	-73.94
289	Female 	A.	Leonetti	2	New York	USA	40.67	-73.94
290	Female 	Bonnie	Lepro	0	North Charleston	USA	32.91	-80.04
291	Female 	Gloria	Lesko	0	Mesa	USA	33.42	-111.74
292	Female 	Judy	Lew	1	Pomona	USA	34.06	-117.76
293	Female 	Elsie	Lewin	0	Chino	USA	34.01	-117.69
294	Male 	George	Li	0	Chicago	USA	41.84	-87.68
295	Male 	Joseph	Lique	0	Oklahoma City	USA	35.47	-97.51
296	Male 	Paulo	Lisboa	0	San Rafael	USA	37.98	-122.51
297	Male 	David	Liu	1	Vancouver	USA	45.63	-122.64
298	Female 	Jinghao	Liu	2	Milwaukee	USA	43.06	-87.97
299	Male 	Kevin	Liu	2	Raleigh	USA	35.82	-78.66
300	Male 	Run	Liu	1	Tucson	USA	32.2	-110.89
301	Male 	John	Long	0	Lancaster	USA	34.69	-118.18
302	Female 	Sharon	Looney	0	Austin	USA	30.31	-97.75
303	Male 	Spencer	Low	0	Santa Rosa	USA	38.45	-122.7
304	Male 	Richard	Lum	0	Aurora	USA	41.77	-88.29
305	Female 	Judy	Lundahl	0	Philadelphia	USA	40.01	-75.13
306	Female 	Helen	Lutes	2	Lewisville	USA	33.04	-96.98
307	Female 	Denise	Maccietto	0	Chula Vista	USA	32.63	-117.04
308	Male 	Scott	MacDonald	0	Fargo	USA	46.88	-96.82
309	Male 	Walter	Mays	1	Indianapolis	USA	39.78	-86.15
310	Male 	Patrick	Magenheimer	2	Riverside	USA	33.94	-117.4
311	Female 	Kathy	Marcovecchio	0	Toledo	USA	41.66	-83.58
312	Female 	Melissa	Marple	2	New York	USA	40.67	-73.94
313	Male 	Frank	Mart¡nez	1	New Orleans	USA	30.07	-89.93
314	Male 	Chris	Maxwell	0	New York	USA	40.67	-73.94
315	Female 	Sandra	Maynard	1	Norfolk	USA	36.92	-76.24
316	Male 	John	McClane	0	Detroit	USA	42.38	-83.1
317	Female 	Katie	McAskill-White	2	Montgomery	USA	32.35	-86.28
318	Female 	Lola	McCarthy	0	Tonawanda CDP	USA	42.98	-78.88
319	Female 	Jane	McCarty	2	San Antonio	USA	29.46	-98.51
320	Female 	Nikki	McCormick	1	Atlanta	USA	33.76	-84.42
321	Male 	Alejandro	McGuel	0	Port Arthur	USA	29.9	-93.93
322	Female 	Yvonne	McKay	0	Schenectady	USA	42.8	-73.93
323	Female 	Nkenge	McLin	1	Tacoma	USA	47.25	-122.46
324	Male 	R. Morgan	Mendoza	0	New York	USA	40.67	-73.94
325	Male 	Tosh	Meston	0	Los Angeles	USA	34.11	-118.41
326	Male 	Eric	Meyer	0	Lowell	USA	42.64	-71.32
327	Female 	Helen	Meyer	0	Chicago	USA	41.84	-87.68
328	Female 	Deanna	Meyer	0	Henderson	USA	36.03	-115
329	Male 	Gary	Meyerhoff	0	Toms River	USA	39.94	-74.17
330	Male 	Jan	Miksovsky	1	Warner Robins	USA	32.61	-83.63
331	Female 	Virginia	Miller	1	Atlanta	USA	33.76	-84.42
332	Male 	Dylan	Miller	1	Tucson	USA	32.2	-110.89
333	Male 	Frank	Miller	0	Los Angeles	USA	34.11	-118.41
334	Female 	Neva	Mitchell	0	Rialto	USA	34.11	-117.39
335	Male 	Joseph	Mitzner	2	Los Angeles	USA	34.11	-118.41
336	Male 	Eric	Rothenberg	0	Brentwood	USA	40.78	-73.25
337	Male 	Luke	Roy	2	Los Angeles	USA	34.11	-118.41
338	Male 	Thomas	Sanchez	0	Philadelphia	USA	40.01	-75.13
339	Male 	Mike	Seamans	0	Davis	USA	38.55	-121.74
340	Male 	Steven	Selikoff	1	Houston	USA	29.77	-95.39
341	Male 	Joshua	Several	0	Winston-Salem	USA	36.1	-80.26
342	Male 	Marty	Simpson	0	Baton Rouge	USA	30.45	-91.13
343	Male 	David	Simpson	2	Saint Petersburg	USA	59.93	30.31
344	Male 	Paul	Singh	1	New York	USA	40.67	-73.94
345	Female 	Bonnie	Skelly	0	Pueblo	USA	38.27	-104.62
346	Male 	Rolando	Smith	1	Los Angeles	USA	34.11	-118.41
347	Male 	Ben	Adams	0	Augusta-Richmond	USA	33.46	-81.99
348	Male 	Jeff	Smith	0	New York	USA	40.67	-73.94
349	Male 	William	Sotelo	0	Apple Valley	USA	34.53	-117.21
350	Female 	Laura	Steele	0	Deerfield Beach	USA	26.31	-80.12
351	Male 	Alan	Steiner	0	Fort Worth	USA	32.75	-97.34
352	Male 	Derik	Stenerson	2	New York	USA	40.67	-73.94
353	Male 	Vassar	Stern	0	Raleigh	USA	35.82	-78.66
354	Female 	Wathalee	Steuber	2	The Woodlands	USA	30.16	-95.49
355	Female 	Alice	Steiner	2	Torrance	USA	33.83	-118.34
356	Female 	Liza Marie	Stevens	2	Euclid	USA	41.59	-81.52
357	Male 	Robert	Stotka	0	Oakland	USA	37.77	-122.22
358	Female 	Kayla	Stotler	0	Fond du Lac	USA	43.77	-88.45
359	Male 	Charles	Strange	0	Santa Ana	USA	33.74	-117.88
360	Female 	Ruth	Suffin	1	Palmdale	USA	34.61	-118.09
361	Female 	Elizabeth	Sullivan	1	Overland Park	USA	38.91	-94.68
362	Male 	Michael	Sullivan	2	South Bend	USA	41.68	-86.27
363	Male 	Brad	Sutton	1	New York	USA	40.67	-73.94
364	Male 	Abraham	Swearengin	0	Worcester	USA	42.27	-71.81
365	Female 	Shelly	Szymanski	1	Pittsfield	USA	42.45	-73.26
366	Female 	Julie	Taft-Rider	0	Sunrise	USA	26.15	-80.3
367	Male 	Clarence	Tatman	0	Sunrise	USA	26.15	-80.3
368	Male 	Damon	Taylor	0	Saint Petersburg	USA	59.93	-82.64
369	Male 	Jeff	Teper	0	Newark	USA	40.07	-82.42
370	Male 	Chad	Tedford	1	Pahrump	USA	36.2	-115.99
371	Male 	Sameer	Tejani	1	Austin	USA	30.31	-97.75
372	Female 	Vanessa	Tench	2	Columbia	USA	39.2	-76.86
373	Female 	Judy	Thames	0	Chicago	USA	41.84	-87.68
374	Female 	Karen	Theisen	2	Springfield	USA	42.12	-72.54
375	Male 	James	Thomas	2	Virginia Beach	USA	36.74	-76.04
376	Male 	Donald	Thompson	0	Boca Raton	USA	26.37	-80.11
377	Female 	Kendra	Thompson	0	Chicago	USA	41.84	-87.68
378	Male 	Daniel	Thompson	0	Boulder	USA	40.03	-105.25
379	Male 	Mike	Tiano	0	Santa Rosa	USA	38.45	-122.7
380	Female 	Diane	Tibbott	0	New York	USA	40.67	-73.94
381	Female 	Danielle	Tiedt	1	Eagan	USA	44.82	-93.16
382	Male 	Tony	Ting	0	Houston	USA	29.77	-95.39
383	Female 	Delia	Toone	1	Lawton	USA	34.6	-98.42
384	Male 	Alvin	Torre	1	Tampa	USA	27.96	-82.48
385	Male 	Abe	Tramel	0	New York	USA	40.67	-73.94
386	Female 	Doris	Traube	0	Chicago	USA	41.84	-87.68
387	Male 	David	Trolen	2	Lake Magdalene	USA	28.07	-82.47
388	Male 	Michael John	Troyer	0	State College	USA	40.79	-77.86
389	Female 	Christie	Trujillo	0	Brentwood	USA	37.93	-121.71
390	Female 	Lynn	Tsoflias	0	Jacksonville	USA	30.33	-81.66
391	Male 	Sairaj	Uddin	1	Deerfield Beach	USA	26.31	-80.12
392	Male 	Sunil	Uppal	0	Los Angeles	USA	34.11	-118.41
393	Female 	Mary	Vaca	0	Raleigh	USA	35.82	-78.66
394	Male 	H.	Valentine	0	Houston	USA	29.77	-95.39
395	Male 	Jessie	Valerio	2	Auburn	USA	47.3	-122.21
396	Male 	Gregory	Vanderbout	0	Glendale	USA	34.18	-118.25
397	Male 	Michael	Vanderhyde	0	Harrisonburg	USA	38.44	-78.87
